Unnamed: 0,QID,Brand,Model,Question,Dialogue,Report
46,Q5047,本田,飞度,飞度内后视镜底座怎么拆解？,技师说：您好，这款车的内饰镜的底座位置是t型卡扣的。只需要往上敲击就可以把内视镜拆下来，底座的是用胶粘的。这个最好到钣金喷漆的地方，让钣金喷漆的师傅帮您拆下来|技师说：安装的时候，需要使用好的强力胶，沾上。|技师说：自己最好不要拆，弄不好会损坏挡风玻璃的。,这款车的车内视镜，拆的时候只需要往上轻轻一敲就可以了，这个是t型卡扣的，底座是用强力胶粘的 最好不要自己拆底座，最好找钣金的师傅帮您，自己弄的话很容易把玻璃弄坏，安装的时候再使用强力胶粘上
47,Q5048,宝马,宝马3系,新提回来的宝马3系时尚，方向盘打死会发出嘎子嘎子的声音，这是没过磨合期吗,技师说：您好，方向盘打死的时候，车轮的摩擦阻力。以及转向机的阻力都会比较大 这个时候出现一点儿声音也是正常的。建议，回一点方向盘。您可以和同款车辆比较一下，有异常尽量到4s店质保。|车主说：我之前开的就没有这个声音，第一俩买的宝马|技师说：新车是不会有什么问题的，最好和同款车辆比较一下。必要时候再到4s店质保。|车主说：好,新车是没有什么大问题的，方向盘打死的时候，车轮的摩擦阻力和转向机的阻力都会比较大这个时候需要您回一点方向盘 可以和同款的车辆比较一下，必要的时候4s店质保
48,Q5049,保时捷,Cayman,这个车加什么型号的机油，需要加几升,技师说：您好，您说的这款车是多大排量的？这个车需要使用全合成机油。|车主说：[语音]|车主说：[语音]|技师说：没写啊 ，哪呢|技师说：[图片]|车主说：[语音]|技师说：0w40|车主说：[语音]|技师说：[语音]|车主说：Ok|技师说：[语音]|车主说：我用的帕克龙|车主说：我们不用那种垃圾油|技师说：[语音]|技师说：[语音]|车主说：自己车，用点好的|技师说：嗯|技师说：????????????,这款车加0wf0的全合成机油就可以了，比如金美孚一号 嘉实多极护或者其他大品牌的机油，您需要预备7升 加的时候先加6.5升 然后着车一会儿再看机油油位 再补充机油
49,Q5050,奇瑞,奇瑞A5,离合踏板有时不会回弹，有时会缓慢下沉是离合总泵的问题吗？,技师说：您好，您说的这个情况，一般原因是由于离合器系统管路 分泵 总泵有泄漏的地方，需要检查修复，更换损坏的分泵 油管 总泵|车主说：怠速时好像不会，只有在行车过程中会出现这现象，您觉得那个部位出问题的可能性大点？|技师说：离合器总泵 分泵 需要具体检查|车主说：好的，谢谢|技师说：不客气|技师说：哪里有泄漏的部位都不行，如果没有泄漏的部位的话，直接更换离合器总泵。,您说的这个情况，一般原因是离合器管路 分泵，总泵 有泄漏的部位，需要检查修复，如果没有泄漏的部位，直接更换离合器总泵 
50,Q5051,众泰,众泰T600,老款奥迪A6导航显示器不亮，点烟器没有电，请问一下这个车的保险在哪里？？或者出现什么问题了？？,技师说：你好，具体看你是哪款车型，一般情况下奥迪a6的保险丝的位置是在后备箱右侧的保险盒里面。|技师说：08年之前的在仪表台右侧位置，侧面有一个装饰板，撬开就可以看到|车主说：没有|车主说：10款奥迪A6|技师说：后备箱右侧|技师说：[图片]|车主说：这个我测了，好着呢|技师说：什么配置的。？？我看了下资料，你这款车点烟器保险丝就是在副驾驶仪表台侧面|车主说：[图片]|车主说：导航不行|车主说：没有电|车主说：[图片]|车主说：点烟器的这个|车主说：还有导航就是不出来|技师说：后备箱右侧看一下|技师说：[图片],你好，具体看你是哪款车型，一般情况下奥迪a6的保险丝的位置是在后备箱右侧的保险盒里面。
51,Q5052,长安,悦翔V7,空气滤芯18000公里没有换会怎样，空调不会很冷，汽车放几个月会怎样,技师说：你好，如果空调滤芯行驶了18000公里，不更换的话，空调滤芯会特别的脏，车辆空调出风量也会特别的小，从而间接导致空调制冷效果并不好。车辆如果长期停放的话，有可能造成车辆电瓶亏电。|车主说：长期没开还会有其他问题吗|技师说：别的问题不大。,你好，如果空调滤芯行驶了18000公里，不更换的话，空调滤芯会特别的脏，车辆空调出风量也会特别的小，从而间接导致空调制冷效果并不好。车辆如果长期停放的话，有可能造成车辆电瓶亏电。
52,Q5053,奥迪,奥迪A6L,奥迪a6l2.4电瓶接线柱在哪,技师说：打开引擎机盖，面向发动机在发动机左侧，有个红色的盖子上面有正极的符号，旁边就是负极， 也可以在后备箱里面，因为电瓶装在后背箱里面，所以直接接在电瓶的正负极也可以。,打开引擎机盖，面向发动机在发动机左侧，有个红色的盖子上面有正极的符号，旁边就是负极， 也可以在后备箱里面，因为电瓶装在后背箱里面，所以直接接在电瓶的正负极也可以。
53,Q5054,宝马,宝马5系,zf 8速变速箱 ，今天用循环机换，绿色的油。循环机管路里存有部分前辆车换的红色变速箱油  再加入我油 。这么混加有问题吗？我油10升 管子里红色油不到半升  这么混可以吗？  循环机换油一般请不清洗管路？,技师说：你好，这个你大可放心的，车辆用循环机更换变速箱油的话，首先是先对车辆变速箱里面进行循环清洗，所以说之前里面的油都会清洗后排放的。|车主说：你没明白我的意思  我是说循环机管路里，前一辆车的油。已经进入我车里了。我的油绿色。打开螺丝放油滴下来的都是管子里那部分红色的。绿油红油全在我车里了。|技师说：循环机更换，先清洗？？明白吗？也就是说进入的红色，绿色，刚开始循环清洗后都会被排放。最后才加注。所以说，没有问题|车主说：可是最后循环机加注完毕，撤下机器后。点火排挡检查油量的时候，滴下来的都是红油。怎么回事？|技师说：只能说是之前清洗的时候没有彻底清洗干净。。这两种油都是自动变速箱专用，混加一点没有问题|车主说：一个是zf原厂  一个红色不知道品牌   会不会长期使用损害变速箱  谢谢|技师说：混加的量很小，不会损坏变速箱，你大可放心,混加的量很小，不会损坏变速箱，你大可放心
54,Q5055,雷诺,科雷傲(进口),2012款的进口科雷傲机油散热器有漏油现象，本人亲眼看到该部件四角上的螺丝螺帽口处有气泡冒起，轻微的渗漏油，想问怎么修？能修不？费用大概多少？如果要换在湖南长沙哪里可以买到正品配件？价格想要实惠。,技师说：你好，这种情况可以维修，先更换新的机油，散热器胶圈试试。散热器胶圈价格50左右。当地汽配城就可以买到原装配件|车主说：补充一下，我看到的确实是接合的边缘和螺丝头处(不是螺帽)有轻微渗漏冒泡，这个拆开换胶圈大概工时费是多少？|技师说：80-100|车主说：[图片]|车主说：[图片]|车主说：鼠标指着位置|车主说：[图片]|车主说：鼠标指着位置|技师说：这个位置漏，估计就是散热器本身漏了。|车主说：怎么搞？|技师说：更换新的散热器,你好，这种情况可以维修，先更换新的机油，散热器胶圈试试。散热器胶圈价格50左右。当地汽配城就可以买到原装配件
55,Q5056,别克,昂科雷,别克提示蓄电池开启模式发动机打不开火,技师说：你好，这是蓄电池电不够了，要找一个12V有电的帮一下才行哦|车主说：我出门了两个月没开了回来发现打不着火|车主说：12V什么意思,你好根你的描述，你的车为电不够引起，需要找电瓶帮一下才行
56,Q5057,别克,君越,有没有没睡的大神，求大神指点。,技师说：你好，请问有什么可以帮到你的吗？,你好，根据你的图片看到，你的故障为点火系统出故障了，请检查火花塞，点火线圈以及缸线
57,Q5058,别克,英朗,请问双离合车，在行驶的时候，可以自动和手动随意切换吗，谢谢。请详细解释一下。请问能提供这款车的结构图吗，我可以出钱购买,技师说：你好，你所描述的问题有一点根据想响说话，双离器的车是一款全智能同两档自动切换的车|车主说：我有一部分时间是跑山路，所以感觉切换成手动挡比较放心|车主说：你们有这系列车的机构说明书什么的吗，我想购买|车主说：是必须提车切换还是可以在行驶时切换|技师说：你好，这个你完全可以放心使用的，因为双离合器是双档介入一档工作，随时自动切换，比你想都完美，比如起步就在一档和二档，一档工作，当车速超过10迈发动机转速超过1500转自动进入二档和三档，二档工作，以此类推，在高速行驶中，比如在六档和七档七档工作，当车速往下降时档也自动下降，这种设计是不会出现因空档而溜车,你好，双离合器两档同时介入，是一款自动切换的变速器，根据你车速和发动机转速自动切换
58,Q5059,别克,英朗,变速箱输入传感器有油渍,技师说：你好，根据你的描述，变速器输入轴传感器需要清洗，还有变速器油需要更换|车主说：你好|车主说：我怎么给不了你图片|车主说：有油渍是不是传感器漏油|技师说：我也不知道，看不到你的图片|技师说：你好，有油渍不是传感器漏油，而是太涨|车主说：是太脏，还是太涨|技师说：对不起是打错字了，是太脏,你好，根据你的描述，你的变速器输入传感器需要清洗和变速箱油需要更换
59,Q5060,日产,天籁,天籁p0021故障码怎么解决,技师说：你好，传感器有换过吗|技师说：建议更换传感器和清冼一下可变气门电磁阀。|车主说：刚开始报了凸轮轴传感器。换了现在又报了这个|技师说：换了那只有两只的|技师说：是正厂吗？|车主说：外面哪一个|技师说：里内有一个的|车主说：里面那个没坏就没换|技师说：电磁阀有清冼过么|技师说：传感器一定要正厂，搞一个拆车件试试|车主说：没有哦。|车主说：这个和正时又关系没|技师说：清冼一下搞一个正厂传感器看看，一定要正厂|技师说：有关系的|车主说：正时不对也会报这个故障码么|技师说：是的|技师说：现在是什么故障码？|车主说：好 我先换传感器试试|车主说：P0021|技师说：好的|车主说：故障码下面还带了几个小数 245|技师说：是后面的传感器吧,你好，更换一下传感器一定要正厂的。
60,Q5061,长安,逸动,为什么我的车感觉底盘特别松散。怠速十几迈过个有小哇的地方感觉左右颠簸特别厉害？,技师说：这个情况检查检查减震有没有漏油 平衡杆小吊杆，胶套间隙 还有下肢臂胶套，球头，拉杆球头 这些都会影响的 即时检修保养确保行车舒适稳定安全，谢谢|车主说：感觉跟面包车一样|技师说：就是把我说的这些检查一下|车主说：好的一般修车店都能检测吧|技师说：都可以的，要把车子举起来。用撬棍撬动间隙|车主说：好的谢谢|技师说：没事,需要检查平衡杆小吊杆，胶套，下肢臂球头，胶套 还有检查减震上盖有没有缺油磨损 
61,Q5062,讴歌,讴歌MDX,讴歌MDX08美版，打火非常弱，经常滴滴滴感觉连接半天才能打着，打着时候也是哄的一声非常响！和电瓶没关，因为是刚换的新的～小飞机那个排气故障灯时不时会亮，今天在行驶途中突然不知道哪里滴滴滴滴滴滴一直叫，然后就熄火了，停在大道上一直打不着火，直到滴滴滴报警声结束才重新打着火启动！请问这是啥问题啊，从哪入手,技师说：需要拆检查火花塞点火情况，或需要进一步检查油路方面，具体建议也得电脑检测故障码和读取车辆各传感器数据流哪里异常入手。|车主说：去了4s店说要拆卸发动机，我也觉得是火花塞问题，请问换火花塞不用拆发动机吧？|技师说：换火花塞就拆点火线圈即可。|车主说：现在汽车又无法启动了，提示检查SH-AWD系统，这有关系吗|技师说：有可能有，都是动力传动方面,建议调换火花塞测试，检查进排系统是否漏气松动等。读取车辆故障码进一步分析。
62,Q5063,,,求教各位车友 在新手时 可有一些找车感的小窍门,技师说：多跑,找个老驾驶员陪，多跑路。养成良好的驾驶习惯
63,Q5064,丰田,凯美瑞,别克凯美瑞发动机异响，冷启时候呜呜响,技师说：你好，目前多少公里了？热车有没有，看过皮带松紧度没有|车主说：没有|车主说：换了机油变成这样了|车主说：换了机油变成这样了|车主说：换了机油变成这样了|技师说：检查皮带松紧度，还有冷车机油流动性不好会有|技师说：你那儿更换的机油？,这个更换的机油油质不好会影响，重新更换嘉实多极护。还有检查皮带松紧度
64,Q5065,,,五十铃4缸电喷柴油机曲轴箱压力大怎样修理,技师说：检查废气阀好不好，气缸床好不好，不行的话大修,曲轴箱压力大，会产生废气大。检查废气阀好不好，不行的话按照标准流程大修。
65,Q5066,东风风行,景逸X5,这是台景逸X5压缩机皮带不知道怎么安装了。。求大师指点迷津。。,技师说：[图片]|技师说：[图片],看我发的图片就是这个
66,Q5067,大众,捷达,最近加油油枪就跳枪。加油员说邮箱压力大让加燃油宝。如果真是邮箱压力大怎么处理？,技师说：你好，检查真空管堵塞没有，碳罐损坏了没有，|技师说：燃油宝清洗积碳的，和跳枪没影响|车主说：真空管是什么？在哪另外新捷达碳罐在哪|技师说：真空管就是油箱上面的，碳罐在油箱位置|车主说：还有可能哪里出问题呢|技师说：油箱内部压力大了，油箱坏了也是这样|技师说：先把上面两个处理了，便宜，油箱太贵了。最后考虑|车主说：收到|技师说：????,检查真空管。碳罐。没问题在检查油箱
67,Q5068,雪佛兰,科沃兹,请问您自动挡的车停车时踩刹车，拉手刹，挂P挡？还是网站上说的先挂D挡熄火然后再挂P挡？,技师说：你好，刹住车，挂p 挡，拉手刹熄火就行了|车主说：哦，这样对变数箱没有影响吧？|技师说：这个不影响的，车子停住挂p挡|车主说：谢谢啦|技师说：没事,车子停住。直接p挡。拉手刹就行了
68,Q5069,日产,天籁,汽车开起来颠簸 走不平路像是弹起来 轮子不贴地 换了四支避震器还是一样颠簸 是不是弹簧太硬,技师说：[语音]|技师说：[语音]|车主说：只换减震器 弹簧没换|车主说：轮子气压正常|技师说：[语音]|车主说：弹簧好像太硬 车头都按不下去|车主说：想板车|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|技师说：你好，现在有点忙，如果还有问题，稍后回复你,你好，根据故障现象分析，一般是减震器弹簧的问题，建议更换，很高兴为你解答！
69,Q5070,别克,别克GL8,车子热车自动熄火，汽油油泵已更换，431未发现故障码10款陆尊，什么情况,技师说：[语音]|车主说：可以的|技师说：[语音]|车主说：有，就是发起来开车走300米熄火|技师说：[语音]|车主说：点火线圈短路，不可能都短路吧|技师说：有可能，出现这种情况，燃油压力也测过了，,你好，根据故障现象分析，应该重点检查点火线圈，很高兴为你解答！
70,Q5071,起亚,起亚K2,我的自动挡悦达起亚k2，通电后启动前，有一阵翁翁的声音是什么故障？,技师说：[语音]|车主说：现在声音很大|技师说：[语音]|车主说：和碳罐有没有关系，一直没换过|技师说：关系不大，碳罐不会发出这样声音|车主说：谢谢,你好，根据故障现象分析，应该是电动油泵工作的声音很高兴为你解答！
71,Q5072,江铃集团轻汽,骐铃T5,转向灯双闪都不亮，给个电路图,技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音],你好，根据故障现象分析，说明了排除闪光灯不亮的原因和排除方法，很高兴为你解答！
72,Q5073,菲亚特,西耶那,03年西耶拉怠速时会熄火，启动后大油门后又可以行驶。情况会反复出现。,技师说：[语音]|车主说：启动后大油门就可以怠速|技师说：[语音]|车主说：油门小了怠速就没有|车主说：是的|技师说：[语音]|车主说：不知道哎|车主说：以前没有这个情况，最近才有的|技师说：[语音]|技师说：[语音]|车主说：[图片]|车主说：[图片]|技师说：[语音]|技师说：[语音]|车主说：好的，不行再请教你。|技师说：[语音]|技师说：可以关注我，有问题随时点击头像联系！,你好，根据故障现象分析，建议清洗下节气门积碳，很高兴为你解答！
73,Q5074,长安,长安CS75,摩托车油箱凹陷，钣金修复得了吗？换个油箱一千块钱，太贵了，不划算！有什么办法可以修复啊,技师说：您好，建议把油箱拆下来清洗干净，然后找钣金工修复成原来的样子，然后喷漆，费用就算三四百也值得。|车主说：图三是做过钣金修复的了。我不知道是不是他没注意那儿忘了弄还是弄不了。他给我说弄不了那儿，不知道是不是他怕麻烦。|技师说：这个造型确实不好弄，看看别的钣金师傅能不能搞。,第三张图确实不好修复，修复不好还有可能弄破，您可以多问几家看看能不能修复。
74,Q5075,众泰,众泰SR7,这个可以那个改加装倒车影像吗？,技师说：[语音]|技师说：[语音]|车主说：哦|车主说：这是个MP5|车主说：等有时间拆开 看看再联系你|技师说：[语音],你好，根据图片显示没有看到视频接口，估计不支持倒车视频，很高兴为你解答！
75,Q5076,日产,骏逸,07年日产轩逸手动空调空调放大器在哪里。,技师说：你好应该就是风机电阻吧，在油门踏板附近|车主说：确定？？我这个空调不工作，按AC车身电脑现实关闭，但面板灯亮|技师说：这个只有面板，要不就在面板一起|车主说：换个面板？|车主说：你问问别人|技师说：那就是AC开关信号没发出去，可以换个面板试试。风机有风没|车主说：别的都管用，就是空调不管用，车身电脑没空调信号|车主说：我看电路图就是不知道放大器在哪|技师说：我问了朋友他说没有放大器。你拆了面板看里面是不是烧坏了|车主说：没看到|车主说：闻不到|技师说：看电路板|车主说：没有，看不出来什么|技师说：你量线有输出没，如果AC输出没信号就是面板坏了,确认面板有没有输出信号，没有就是面板问题。放大器和面板集成在一起。更换控制面板
76,Q5077,别克,凯越,凯越遥控钥匙太近      有没有办法改远点,技师说：你好，可以的，到汽车遥控匹配门店，可以改的，详情请咨询店内|车主说：好的，谢谢|技师说：不客气,可以，到转业汽车防盗钥匙门店，咨询店内
77,Q5078,大众,途观,各位大师，你们好，2015款途观后视镜10线的，可按键折叠，有按键加热，换一个要多少钱，只是后镜片和转向灯镜片坏了，是否要全部换或者只换镜片可以呢？,技师说：你好，这个需要更换总成，价格问题我们不便参与|车主说：意思是全部要换吗|技师说：是的|车主说：我发图片你看一下|车主说：[图片]|车主说：[图片]|车主说：别人车碰坏的|技师说：必须更换总成后视镜|车主说：方便透漏一下，大概要多少钱|车主说：4S价格感觉有点离谱，说要2000左右|技师说：不好意思，我们有规定。抱歉|车主说：噢，谢谢！|技师说：不客气,更换后视镜总成
78,Q5079,沃尔沃,沃尔沃XC90,沃尔沃xc90突然不着车，去维修检查电瓶没有问题，说是线路故障，维修后开回来，没两天又不着车了，车子行驶过程中，总是登登的想，能知道是什么问题吗？故障灯没有亮的。,技师说：[语音]|车主说：偶尔|技师说：[语音]|技师说：你好，在吗？|车主说：刚才没在，没太听明白您的意思。|技师说：[语音]|车主说：嗯，十一点反应也没有，启动机也没有反应。|技师说：[语音]|车主说：嗯，去修了，说是线路问题，到时候修好了还这样。|车主说：就开回来头两天还行，后来又不行啦。|技师说：[语音]|技师说：[语音]|技师说：你好，请问还有什么问题需要解答的|车主说：还有就是传动轴总响，和车的编程有问题。|技师说：[语音]|车主说：嗯嗯，刚才我又和修理人员联系，他说线路维修后，他们电工都检查了没有问题。说是还是出现偶尔熄火，可能是他们编程没有弄好，他们说的是真的吗？|技师说：[语音]|技师说：[语音],1.这个如果线路没有问题，应该和编程也是有关系的，建议到ssss店给你从新编程一下看看，传动轴出现异响，检查一下看看有没有出现缺少润滑油导致的 很高兴为你解答
79,Q5080,雪铁龙,雪铁龙C4L,发动机故障，启动后油门自己一下一下加。,技师说：[语音]|车主说：谢谢节气门一般维修多少钱|车主说：我已交救援，我主要想自己了解下，这样好心里有数|车主说：以免维修时我有个参考|车主说：谢谢|技师说：[语音]|技师说：[语音]|车主说：谢谢我点采纳了|技师说：谢谢你的采纳和好评，你可以点击我的头像关注我，后面有什么问题可以一对一进行提问，谢谢你对汽车支持,1.这个情况需要用电脑进行检查，先清除故障，如果没有再次出现应该是假故障造成的，如果清除以后，还是出现读取一下故障码，看看哪里问题， 很高兴为你解答
80,Q5081,别克,别克GL8,别克陆尊3.0不用遥控器 只用钥匙锁车 防盗器会不会失效不起作用？,技师说：[语音]|车主说：是的|技师说：[语音]|车主说：你的意思是 用什么锁车 效果都一样？|技师说：[语音]|车主说：好的 感谢！|技师说：不客气，后面有什么问题随时联系，谢谢你对汽车大师支持,1.这个不会但是你的车子防盗失效的 很高兴为你解答
81,Q5082,大众,桑塔纳志俊,起步抖动，要使转速上来才能起步，陡下坡挂高档踩油门也抖，接不上气,技师说：[语音]|车主说：一个多月|技师说：[语音]|车主说：没有|技师说：[语音]|车主说：火花塞更换，高压线更换|技师说：[语音]|技师说：[语音]|车主说：好的，谢谢|技师说：不客气，你可以关注我，后面有什么问题随时联系谢谢你对汽车大师支持,1.你的这个建议先检查刹车，其次就是油路和高压火 很高兴为你解答
82,Q5083,奥迪,奥迪Q3,15款奥迪q3。晚上停车入库，白天发动后前期行驶中轮胎附近出现吱吱刺耳响声，尤其是拐弯时候较为明显，行驶七八分钟后响声就不明显了。,技师说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：不客气，你可以关注我，后面有什么问题随时联系，谢谢你对汽车大师支持|车主说：好的|技师说：好的,1.你的这个应该是刹车盘或者刹车片或者是囚笼问题导致的，建议对这几个地方检查一下 很高兴为你解答
83,Q5084,荣威,荣威550,荣威550自动挡，发动机刚大修完，但是一直喷防冻液，缸垫换了3次不行，节温器取了也不行，怎么回事啊,技师说：你好。发动机大修的，缸套看过和缸体间隙是多少没有？还有空气拍了没有，防冻液是不是会少|车主说：我不知道看没看啊|车主说：空气排了，每次加了着车停长时间|车主说：怎么排空气呢|技师说：要喊他看一下，这个车发动机水温高，一般是换总成，换汽缸垫没用|车主说：缸垫冲了 3次了。。？|技师说：在上水管位置，铁水管有个空气螺丝，拆了加防冻液，水管流水出来就是够了的|车主说：排气应该是排了的。这个修理工应该都知道吧|技师说：只有拆了缸盖。考缸套和缸体间隙，这个车缸套要比缸体高6-8丝|车主说：我有点不懂??|车主说：不是专业的哈哈|技师说：这个要去大修发动机的地方处理，|技师说：这样处理了还是不行，只有换总成|车主说：车就在修理店。都20多天了没找到原因|车主说：换总成多少钱|技师说：应该是缸体和缸套，还有看一下进气管胶圈有没有漏水|技师说：总成1万左右|车主说：天。。。。|技师说：这个比较贵的|车主说：说缸盖不平，去把缸盖整了还是不行|技师说：这个发动机设计有问题|技师说：缸盖一般是没问题的，主要是缸体和缸套|车主说：大修都花好几千了。。。。|技师说：这种发动机。我们上次修6500左右。修了自己都后悔了，返工几次，水温高，防冻液少|车主说：缸体和缸套需要怎么弄，我明天和修理工说说|车主说：我花了6000。|技师说：价格差不多|车主说：这车是刚买的二手车。。。疯了|技师说：就给他说，缸套要比缸盖高一点，6-7丝，都是上次镗缸过来我们返工给我们说的，大修这个|车主说：你们大修完也是高温，喷防冻液？|技师说：这个车。发动机高温，基本上不修，第一次换了汽缸垫不行，直接换发动机|技师说：差不多和你一样|车主说：我的不是高温修的。修之前不高温。|技师说：这个发动机设计有缺陷|技师说：我们是烧机油，不好启动修的，修了就高温|车主说：换发动机多少钱啊。。|技师说：还有喊他看一下是不是缸套松了，没有安装好|技师说：上次拆这个活塞，缸套直接一起出来|技师说：1万|车主说：修花了6000多不如换来着。。。|技师说：他也是肯定第一次修这个发动机，不知道这个发动机咬手|车主说：那其他原因基本不用看了吧|车主说：他现在都不知道什么原因。各种配件换。。。|技师说：主要是缸套，缸体。进气管胶圈，还有看一下水泵|技师说：水箱堵塞没有|车主说：水泵是新换的|技师说：就把水泵排除|车主说：水箱堵怎么看呢|技师说：这个说实话。该换个总成|车主说：太贵了。。我的车才4万买的。。。|技师说：拆下来清洗了看看，主要是里面的散热条|车主说：修之前没有高温症状，应该也不是水箱的问题吧。|技师说：应该就是缸体，缸套。进气管胶圈|车主说：进气管换了新的。。。。|车主说：他们以为进气管堵了。。换了新的还是不行|技师说：不是进气管，是进气管上面的胶圈，他没有用密封胶安装也会影响的。漏水|技师说：漏进缸体里面|车主说：用密封胶了|技师说：没有吧胶圈涂抹好，也会漏水|车主说：不是那漏呢|技师说：你修了给钱没有？|技师说：不是进气管，就是缸体，缸套|车主说：给了6000。然后换配件给了300。。。|车主说：发不了小视频|技师说：没有修好就给钱了|技师说：明天喊他拆了缸盖检查缸体，缸套|车主说：不知道啊。。他说修好了。。。然后开的就高温了。说是我车其他原因呢现在。。。哎|技师说：这个明显坑你，|车主说：我都想换地方修了|技师说：换地方，也是要拆缸盖或者发动机，又要给钱|技师说：拆了不一定能搞好|车主说：那咋整|车主说：喷防冻液的地方在前面链接水箱的那个胶管那|技师说：喊他拆了检查缸体，缸套，在检查一下，拆了缸体重新镗缸。然后在安装|车主说：哦。。。明天上午和他说|技师说：可以，明天说了，给我反馈，|技师说：就是把我说的给他说一下。交流一下|车主说：好的。谢啦|技师说：没事|车主说：节温器都取了|技师说：就不是节温器问题|车主说：他把缸盖削了2次|技师说：缸盖应该是没问题的|车主说：他说变形了。。。。削2次不行。。哎|技师说：两次还是不行，他还要销，这个要更换了|车主说：啊|技师说：我明天给你说。要洗澡休息了|车主说：好吧|车主说：修理工说缸盖和缸套那个已经重新整了。|技师说：又拆下来了？|车主说：我去了他自己拆了装好了|技师说：现在水温高不高|车主说：不知道了。。还没装好其他的|技师说：你给他说了我昨晚上给你说的那些没有|车主说：他说不是这个原因，说上次也是高6丝啊|车主说：说了，昨天晚上就给他发微信了|技师说：缸套松了，安装的时候。没有镶好|车主说：已经重新安装了2次了。。。|技师说：汽缸垫铁的？|车主说：缸垫铁的，石棉的都换了。现在石棉加铁的|技师说：只有这样换了上去看看|车主说：奇怪了。。|技师说：还有看过缸体有没有裂痕|车主说：这个应该没有吧|技师说：我的意见还是缸体，缸套|车主说：为什么跑的途中不喷啊|车主说：车减速停下来的时候喷的厉害|技师说：跑起来，保险杠位置有风，给水箱散热了|车主说：那就停着可以看出来不|车主说：开始以为风扇坏了。。|技师说：还有水箱，你把水箱清洗了|车主说：水箱怎么清洗呢|技师说：拆下来清洗，把里面散热条清洗了|车主说：这个过了时间是不就联系不到了|技师说：这个问题24小时关闭|车主说：可以加v不|技师说：[语音]|车主说：好|车主说：。|技师说：？？,主要是检查缸套，缸体，看缸套松动了没有，还有看水箱堵塞没有，把水箱清洗了看看，还是不行，只有更换发动机才可以解决问题
84,Q5085,日产,轩逸,我的车行驶了六万多公里，除了三滤都还没有换过，现在保养需要更换什么,技师说：你好，更换全车油水，机油。变速箱油，刹车油，防冻液，清洗节气门，进气管，燃烧室，三元催化。 检查底盘有没有间隙。刹车片厚薄,大保养。需要更换机油，机滤，空滤，空调滤芯，汽油滤芯，火花塞，防冻液，变速箱油 还需要清洗节气门。喷油嘴，三元催化，
85,Q5086,哈弗,哈弗H6,哈佛H6刹车时有时无是怎么回事,技师说：您是说刹车效果有时好有时坏？|技师说：我的刹车时有时无怎么回事呢|技师说：大部分都有|技师说：是感觉有时踩下刹车可以一脚踩到底有时又踩不到底？还是您踩下一样但是有时能踩着刹车有时又感觉停不下来？|技师说：踩下去停不下来|技师说：只能挂空挡以后就没事了|技师说：就是脚还是不会踩着像空的？|技师说：踩不动了|技师说：和空的一样|技师说：踩的时候跟着赶上一脚效果咋样？|技师说：您的车多少公里了？|技师说：有事行有事不行|技师说：10万多点|技师说：怎么办呢现在|技师说：您检查一下刹车片和刹车油看看是不是刹车片不太厚了|技师说：刹车片和和油都没问题|技师说：油是刚换的|技师说：大部分管用|技师说：一堵车就不好用了，上坡和下坡都不好用|技师说：是不是ABS不管用了？|技师说：不知道啊|技师说：时有时无大部分管用|技师说：踩刹车感觉不管用的时候地方有没有拖的刹车印？|技师说：踩着刹车的时候刹车踏板会不会自己向下延伸一段？|技师说：没有刹车印|技师说：就是感觉踩不动了|技师说：放心空挡就好了|技师说：放在|技师说：就是用刹车太多就会感觉刹车不太好？|技师说：您检查一下真空助力，看看是不是哪里有漏气|技师说：想去4s店看看呢|技师说：通过您的描述，多半是汽车抽真空的效率不高或是真空管路系统有漏气的地方，导致踩刹车次数多的时候真空供应不上，导致真空助力不起作用，刹车系统踩不动效果不好,通过您的描述多半估计是真空助力的管路或是抽真空的效率不太好导致刹车系统踩的次数多的时候抽真空供不应求，刹车系统踩不动，刹车不好。建议检查抽真空的管路
